protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,F_distribution,Pvalue,Result
slr1729,563472.5712189999,294201.680291,261127.37081700002,173506.29144,142860.180956,195569.79643800002,482292.42775200005,212395.580728,261660.64104699998,182966.99881400002,218773.91066300002,222929.286544,481789.064151,94401.39457389999,170557.16231500002,161002.05250999998,93467.35651669999,664927.850828,1013449.69506,620330.64991,2.191958697663312,0.11932315918782382,no
slr1734,10076780.2530923,15956129.8961587,11420971.4026141,12035196.2263027,9143317.453851,8503060.74333111,8405782.49134113,3668577.32919808,6045304.62591934,6031793.89486603,8128061.40908815,9253064.35604081,4780441.25957547,8125506.78061403,7736630.31323424,7048804.65737385,7727302.25604651,5216280.98329779,8918555.03410108,6602966.70003266,5.356483873425623,0.0069730865890085215,yes
slr1735,1255810.212703,2210891.958735,2208433.418184,588816.816477,1026331.7766870001,421004.557278,524028.3367628,911899.796769,2822326.60835,2367512.49778,2067791.1289,2511271.62177,1415000.530121,3132064.72115,1458288.618468,1818019.6968069999,1129777.484614,795386.625571,416426.0602823,1043117.0074843001,6.837600874791727,0.0024318265661315026,yes
slr1740,1282927.0018344999,1321717.958052,1130708.494308,818200.814761,648446.0447502,618041.2863255,1357686.321781,1116809.0462129998,1413186.077295,1434634.259053,976118.174458,1753774.677104,1119774.449951,1686687.727455,1109272.20275,833174.6894423,1205124.331268,1083652.7201420001,1101800.1133558997,1221040.100794,1.2727838500516868,0.3240604562674318,no
slr1742,852070.106084,775533.784312,612462.0518489999,687336.669084,735655.333481,555943.890712,613538.335679,208989.143424,960822.49044,1087727.68522,824555.575864,1053599.53381,634689.328859,1045905.29111,862126.204628,709437.405742,973081.39521,827088.836004,1692530.69088,634578.5661729999,2.5426128348987036,0.08305350911731875,no
slr1743,464198.70165,968470.985507,816577.6044,745890.193434,1450923.737298,236351.19803850004,424872.691384,700446.324037,522754.628733,989133.6866680001,513215.286955,913352.2261,400473.854165,3606601.9295900003,697289.136442,495284.13947,1808880.107293,445173.06421800004,363837.9088747,484032.221051,0.38930605167602506,0.813017425824536,no
slr1744,3703527.48710957,6191775.92046492,5671717.17407447,6334478.150763901,7448112.17821972,7402892.28400978,6290373.97487786,11182143.612310901,20546438.900185198,15750316.0777646,16699605.4244634,15488599.678253302,23213106.6364409,19194832.877749104,20589013.9942393,22462624.622729503,27299032.6155728,36542779.3566676,20665869.909575302,27370707.926044103,30.216659465126288,5.096192368632595e-07,yes
slr1746,334257.61912600003,177105.871757,416167.478865,333617.12801399996,99172.070788,128174.004039,130390.694153,571541.1741279999,206759.078332,212065.10442699998,236888.73414000002,127759.382953,119544.31473800002,110498.184015,56537.2794107,450458.558091,96384.08969400001,162523.13648800002,150342.039416,235400.39963600002,0.7329274707624637,0.5835598763027959,no
slr1751,12041445.807577,15983973.0325007,15062186.3585074,15040333.1541509,13516254.760038301,15396680.7733604,13565152.243268,20302702.385411803,8828445.95092388,4853268.10711029,11404111.849407401,4400279.48076542,13290701.060126198,4680060.47158277,5381132.23816658,5891287.42003829,4406850.95033329,5305905.49069217,3194244.49315782,4191547.9149069,12.098975440871685,0.00013581448636990694,yes
slr1753,457856.212523399,943506.043028077,690772.753777747,670576.329327963,479632.011258395,835521.490228961,382186.68564873794,1096875.03799781,1663248.1730652,1497003.48561902,1055723.65664416,1440876.91163638,1267403.56593173,1409490.54757484,1127941.76652732,1015000.57996256,797596.737200175,1334656.28322486,1489057.56017856,825920.1971170191,5.575964683281657,0.0059108048110901885,yes
slr1755,549962.986134,989093.4506239999,778678.159075,888146.551948,746210.707208,731394.177923,553161.395116,506900.51325600006,1463661.90265,2029021.48487,1320026.11298,2136933.1666,1131802.19894,1935507.4507400002,1906741.1089299999,1626954.4484299999,2955956.07155,2628233.16084,3513923.0929099997,2813848.04699,34.857988974531544,1.9754308729603352e-07,yes
slr1756,33204805.704957,60229266.0160058,48895454.6427618,50355319.38361029,46499520.7858943,36403177.2995645,30304939.4733687,19425338.216648396,70359406.619326,68637418.3018057,58558345.6842315,71269141.5092261,44797697.131840706,65284926.168795,64033830.4221879,55829800.573331006,72309482.8872141,58685404.09282371,54563290.10329871,67889825.0797402,8.370690878968691,0.0009326929507407573,yes
slr1761,35004438.563659996,41672720.738859996,35986908.1144,41970321.4057,14354934.149929998,40845601.9873,14647684.816920001,74224726.7394,40624856.235740006,30043549.366770003,39386511.69008,35330484.744959995,54140064.4572,35137210.72498,39434601.12577,40825387.59254,56609078.376480006,82848455.620988,49063828.7353,66500965.170404,2.421009103921617,0.09404238435297459,no
slr1763,5959750.66585894,4888704.38018364,3653219.83839023,3998970.13772749,3183035.9856357,1862114.62981995,3288712.07901911,1644782.37230013,2348197.87349447,1859092.17323467,2493198.64973325,1810273.71922688,1901190.68507526,2218730.15667118,1315906.39715505,1522036.64700058,1520348.39335373,949863.869082988,1499915.23915648,858447.780707619,15.595016797217058,3.1909299520757984e-05,yes
slr1768,1555172.45900396,1580036.46385477,1171675.8836631,1169497.27195329,1098048.72629026,856422.030998004,848432.1097915571,975381.644548252,857413.2170593491,751875.139303699,733731.149669972,922259.649055706,593753.929980509,830825.6749866529,669223.418864668,661731.7778721999,747510.9640319941,557109.114863976,674074.811599138,681259.87958234,18.101442137425888,1.3099164942599358e-05,yes
slr1772,1247982.516426,2287972.9694,1879205.1824349998,1890255.202789,1467121.129201,1472818.246763,963001.6694163,1450852.17717,2054817.9057099998,1990980.990927,1473675.920741,1825505.116327,1838866.5016029999,1659695.698284,1358567.462223,1656356.7026479999,1524125.592528,1746780.016527,1380912.5799200002,1722449.5386470002,2.1605542845215195,0.12333206300527316,no
slr1773,86994.0763827,343240.026893,182230.612071,109742.52947200001,65385.378325,97260.8925489,108001.59558800001,218091.99863699998,141066.43341099998,97715.38961789999,140033.538296,110781.77912,106461.432744,100501.78165,106950.164086,81513.73960039999,208872.667803,172283.090342,66825.2992827,250610.617,1.0484487495701433,0.4153107138875968,no
slr1777,575114.325673,163946.623617,156224.83678699998,131878.40026199998,829855.9655180001,128429.298618,581665.9098779999,169327.591093,177208.886979,221068.233233,145608.079475,188590.214767,101325.055555,155455.718318,201036.315666,227897.21367800003,201063.695497,446044.959819,854830.2340520001,553586.558847,1.9749824381663443,0.15020990730125483,no
slr1780,26508538.524763,32130898.8025062,19885805.7658909,25684422.6277393,26924479.188629,22830297.4321399,22956670.208506398,10308466.785437401,5882997.05764116,7642067.36144948,23604520.880276397,32400866.244260103,16577205.725738099,30646011.319000103,33222327.7416013,30997350.008472804,21407237.5697747,36324672.0249218,40406968.4929944,32793718.3485435,1.984847808531397,0.1486320443778417,no
slr1783,3459294.20787388,5549262.69886682,5110003.49996427,5553957.44860022,3934184.53247558,6088532.72641451,2667704.71307265,5426920.340176,6408564.5090391,5732701.961795901,5875178.21526089,4782042.40285434,5079156.54610974,4601255.47270901,5807616.05371848,5036404.48714112,3522633.66972535,4310204.0401327,3379219.83294318,2908962.78066321,2.9743497176573115,0.054085839037426496,no
slr1791,588525.8933,3312429.971144,2793249.85054,2980382.519977,3319430.081255,3147084.3876279998,2736098.6755560003,699235.095881,3526737.722744,3474225.9723910005,2064915.139853,3791668.913916,3033364.322619,4204791.841581,2585880.285202,3343117.183699,2560641.880564,4810759.276187,2826906.281077,2013280.139002,0.6181599478144552,0.6563716441476684,no
slr1793,10086380.2583513,13609974.5288584,11650069.8477586,11580009.929371301,5593301.43970458,9906980.11378651,10702448.0399224,17149094.6138131,2890287.59321168,6464178.73274617,5821177.604571201,3322437.3391521,3271268.61884403,1206693.96307534,4577673.78118989,5032235.67287393,2886837.23955222,4645023.57788238,3494826.12939249,4903768.29569391,10.03824889524078,0.0003708202398832488,yes
slr1794,2702795.39996695,2431423.07378043,1407877.55346438,1420952.41479426,1347499.12692256,1171492.81597521,1116904.63862937,916493.58336804,3688860.01582311,3280887.63635032,2726529.1294175,3703794.19493398,2554628.05035688,3599322.35493364,3136168.49597,2693654.63201365,2880168.9443555,2034875.65342545,2166356.0682428,2706164.82539586,13.859610499417721,6.326164712749547e-05,yes
slr1795,140001.182686,194990.021403,106684.986781,142996.65782,328089.846331,67155.5204599,227948.90129299997,90279.7881728,222802.53853800002,384959.243847,938089.630455,177755.857621,152193.33983399998,364779.00730500004,136958.948527,165195.035802,220105.686996,333834.918775,110371.777412,618527.990378,1.4024778983425163,0.2806698557669085,no
slr1796,356063.412888,254683.33979,92107.4855347,166515.943375,275708.79621,175982.29318900002,191651.342411,226234.79664400002,4338810.3186099995,3459281.43924,1404542.74045,4095664.5682699997,1240692.90019,2988480.82237,1980051.53295,1664802.1098,2963789.28712,2459294.46203,3534390.18655,3904826.14189,17.033786147087795,1.8897747222940145e-05,yes
slr1799,76491.1789959,199939.59261700002,108573.003641,157897.944226,91224.4809921,177943.265919,69272.1626948,306617.753241,219965.97811700002,156791.00109,171604.472633,137218.947257,219341.15624899996,119620.738424,192147.021241,141858.40060599998,160984.141993,229094.28518,76928.8799695,176502.55493399999,0.18031927092373307,0.9450505284468818,no
slr1800,561214.689464,1076150.57727,161068.003853,227684.85364899997,430074.072604,85947.50762969999,183451.450859,2104048.5915099997,654256.4307489999,1517759.34776,748868.745876,1371421.77009,624419.2434319999,2267520.20302,1564129.19226,1405229.09942,951081.9448180001,1080586.74977,1783195.5795900002,2225464.49205,1.9316890551533257,0.1573505016930117,no
slr1808,1030943.8410100001,982365.239503,666627.256086,919587.2764940001,1029428.35967,538588.752458,854186.759934,1348547.22964,2001246.0870299998,1204916.1139200001,1114590.80214,1999654.4284,688381.234969,1597590.1117,1618473.96333,1348794.40632,1902957.39275,2685969.9059,2202267.7953,1446812.61224,5.529313101722713,0.006120386270304661,yes
slr1811,357276.387729,485635.45435,593533.024246,565771.602549,175879.144792,601820.808238,513960.80268100003,708325.519955,137663.628938,106717.104783,184925.687393,287136.890694,132077.57544400002,75769.36924760001,115199.57508699999,98879.1156493,167125.670777,160386.60219,226249.086752,87286.410495,10.207437883431588,0.0003397019587428653,yes
slr1815,2606910.1888900003,1785924.3742900002,1220247.69923,1356612.55271,2075629.3909200002,1265375.09467,1694038.25731,770995.1004079999,1287285.99077,1644556.82029,1075464.46761,2091603.50642,1117702.81194,2256048.57858,1519318.09801,1696733.48792,2337515.27178,2089043.5334,3165495.08291,2273665.0726400004,2.443696403168441,0.09187679717720437,no
slr1816,1907914.3447689998,1073548.7311290002,891160.846644,889583.865223,2614671.578382,936144.744541,2224740.712194,601792.3748550001,2556287.489149,2487668.597925,2039572.76192,3035140.327306,2194798.239689,3099964.4696349,2775429.8615709,2992215.5882119997,3691682.099961,4701871.112622,3740825.175329,4348897.1364066005,14.842558521302218,4.260887785548909e-05,yes
slr1818,297648.683669,211566.59544,195942.31320499998,239557.007607,187822.022959,158487.87034300002,177943.532964,152413.65292300002,619138.998539,627963.599547,399828.52887399995,727978.680829,306974.992583,642319.098213,465817.74293199996,414730.13279899996,698772.602384,601752.315024,853446.248045,816589.977163,21.268770760789923,4.853460226247152e-06,yes
slr1819,1594783.642122,1255309.138634,710490.02958,820677.606819,351735.808626,654449.6091394,854302.001537,539665.346519,1197553.411995,1138275.683118,812744.9727511,896825.2280969999,526107.9664392,1076107.811312,556111.425975,1065668.600445,589853.142223,489739.063873,543588.445112,404711.3533666,3.7347205397475953,0.02660178026208562,yes
slr1821,119116.66519700001,185707.20465,114446.474704,101440.554662,42609.154023300005,80527.51408080001,82783.3575477,751144.7460319999,281196.925765,419212.471571,161516.215611,484214.651212,151401.46667,408431.371183,239060.709651,188043.67879200002,499892.96583299997,332372.361387,721264.087267,527459.429791,2.3988161696417754,0.09621500795847107,no
slr1829,611946.360149,432219.904158,332739.60874899995,333974.81750500004,450538.74596000003,260375.559735,378848.301417,211131.453918,193290.965023,171582.87568599998,190648.668038,171081.32868900002,145629.832095,167744.215181,112831.035033,30902.330877599998,73992.4421935,95469.5814086,297617.928958,664658.701829,2.785646912274432,0.06508421735849239,no
slr1830,324855.39510300005,321924.774182,245353.83776999998,262153.161591,306728.134554,161827.345878,253572.73631900002,436537.68694700004,168807.784658,146001.50149,339088.932047,135189.425997,250279.158045,646054.739882,205776.288189,107948.891927,288810.97210199997,853826.4153189999,136108.277914,1375158.74705,1.639104803532987,0.21621416478928834,no
slr1834,46851724.7357,52989553.4524,37945342.4922,39588366.4574,33210268.9799,31163836.776,29407310.1534,27585640.9532,40259180.9471,35680062.6523,28333252.2165,33898912.8528,26642140.9692,38418904.5486,33746832.7073,27715122.4784,23001494.3176,15957756.5499,20258985.5681,20181206.1056,13.21397671955265,8.297835752063018e-05,yes
slr1835,719703.45435,676224.7551640001,648992.276471,540258.917748,632969.151445,414167.77891999995,642073.655898,561461.692352,505585.531629,4076830.5624269997,1695606.1020840001,4519187.900715,1466630.9011879999,848674.849918,2817640.747672,2970185.942497,3556427.914123,2339648.3864869997,3903435.418287,4787040.612068,6.096923236406163,0.00404622732298348,yes
slr1838,2165665.6660599997,2260425.2677240004,2014624.6305009997,2139224.5312759997,2329471.931258,2255055.303588,2326206.969674,1485287.8892174999,2254970.619124,988334.2226648001,2455426.7960119997,881075.717374,3663294.6392800002,752378.5758157,937195.6137989999,1296656.192913,656283.914429,651301.5983873,584235.45792,757542.97364,2.637603240468465,0.07545006582501149,no
slr1839,4347068.668380001,2948818.559405,4399680.866293,3764771.036475,1465997.6422920001,4536911.046816001,3040150.163719,6919717.224861,1034288.89375,822570.72965,1791385.4316689998,560304.721385,1367735.067368,1344745.119474,1133330.241001,1449805.308768,742160.617078,1204759.277794,1112411.6366360001,1042973.8267549999,7.630031622908777,0.0014600660163776816,yes
slr1840,106406.5062288,381914.6063259,299866.6908968,351110.08822,272020.5982339,236218.783987,176376.7435875,264460.964577,440823.091638,385284.8033193,385534.560261,572112.631632,295880.3967865,587903.154672,442527.7428875,404297.013606,657022.773923,464068.25590600003,841354.2825310001,556433.216519,7.277241409431934,0.0018247913853470475,yes
slr1841,1052762.586609,1812405.786075,3492042.4458699995,3359439.8645900004,1771801.1628580003,4291787.28973,3755505.2543099998,8044928.81163,5106359.38327,4905227.845942,3554548.1073800004,3438620.555385,3169998.4213,3628798.4637800003,5266426.298931,5007845.385658001,1292725.578992,2375303.98349,1962213.6395669999,1863039.5038279998,2.8472114875813896,0.06124533681009428,no
slr1842,3690613.8592654,2851469.52698288,3583432.69888049,2937187.46613102,2817586.68638235,3656331.98941498,5956422.85269689,5098181.97033831,5260979.4365827,6089010.45373547,7625342.86215118,5109769.10237868,9927700.7273931,6206929.43446232,5057622.03038609,6770554.98888664,6488732.63177491,7561929.30322926,7128606.32371605,5921924.44501012,6.193802392716953,0.003778303606289529,yes
slr1843,8708723.37728378,9403762.01812457,7496799.76830188,8806120.69968869,8585125.25626907,7429232.74718712,7239227.16820147,10189718.5382021,5028339.86242766,9063368.19623893,9527576.77575363,9835296.86056948,10072462.991770402,7340128.11027825,3603158.33998626,4747699.57523837,3981042.08621228,13896458.2255835,10059821.639061,7115147.353046499,0.5316688840201874,0.7144734145654066,no
slr1844,367683.86522800004,457865.284238,356083.12238,422951.089401,522394.55387700006,369964.90794899996,386791.33958800003,253477.446888,610107.74383,655993.883269,492657.835004,690386.722344,528674.053711,824552.147122,694002.752242,683280.889137,898134.4431680001,663063.156356,965959.725765,671119.339986,10.74582090492978,0.0002587039412542224,yes
slr1847,10917419.119805198,10275640.5347532,14108713.1967609,13557946.6779566,7138981.30750991,17383466.0603732,11689678.2854344,24383258.3980489,3685795.01669547,1560342.19721552,7371436.972345799,1766774.60379201,13403934.680935198,1457271.33352499,1793112.33524887,2340588.95534104,858639.2732015459,1296848.74869432,953678.3664261621,1198248.7590777,7.2498660366156615,0.001857144851492726,yes
slr1848,3972691.72804232,5569966.58894668,4393269.23650005,4904658.30844748,4179915.42496284,3491430.81237289,3247468.2019773996,3001364.39112815,4490363.62357521,5208200.13300292,3841390.21764466,5370365.25962907,3103142.59093942,4963274.38762576,4505088.53224846,3910657.34544455,5976789.09599232,4302875.40570584,6884280.96946544,5240744.91509508,4.04904011984755,0.020163731746368214,yes
slr1852,4380499.797079,4197779.94117,2881560.180857,3400704.365215,4944047.841680001,4617047.198825,3765054.02927,13455735.47033,6300955.187581,6049598.438997,5765489.67957,7379188.715983001,5885830.537880001,5272284.0737978,3883117.289143,4587798.243003,5180762.839916,5690026.110645,4096493.005474,7810069.625713,1.165868299694776,0.3648206189957482,no
slr1853,21088236.17466,21337527.43106,15902160.872520002,18005676.82965,24616021.68267,18886504.27508,19064093.60744,12527426.844188001,24222772.3453,21273477.37645,20765301.30654,23110503.68357,18707471.23345,20514986.26477,20574806.14541,17911747.68041,18191744.290629998,17400899.764089998,17900609.34508,16801876.793789998,1.7365909537449282,0.19435377235209594,no
slr1854,2015502.3926169998,1819782.8256700002,1185537.291652,1345011.139842,1241550.830336,1223756.912363,890065.9671273001,636879.071736,3756516.2611864996,4050115.853867,2978678.886209,5393871.5754,3183769.515018,4701692.36176,3758491.9913800005,3864687.6403699997,5148935.76377,4950674.81975,4754792.9689,6045599.43075,32.275496849075736,3.2979020185162744e-07,yes
slr1855,18920978.4190547,15888934.1730085,22130395.1555269,23729166.107911803,13677807.4236293,19223837.277169395,15748168.480385,5859006.79460736,4407709.43108942,2465904.47526547,10584863.5190671,8341861.96930409,12882111.80719,6740317.36539646,6019786.67863093,4573467.16693644,2003193.17285007,1969105.63597801,2865226.16441092,3189653.66287117,13.360654249129201,7.795139590854321e-05,yes
slr1857,402228.207016,556958.452872,608107.972484,473405.138655,439025.0166545999,544510.821478,579769.2396038,856905.482988,503091.28732090007,1616241.024118,1006049.80651,4922351.68023,1011434.756578,1252932.709624,1972997.424343,2213933.540293,1878422.704138,1372217.479736,1646414.7352870002,1083590.015825,1.946822128549087,0.1548138794607535,no
slr1859,12589290.61347,23458111.35953,19748676.84785,22647249.68197,19294610.80463,20882426.660320003,17569487.37502,21023546.082829997,20120894.47975,17919338.99216,21308858.55429,16061825.38448,21668226.82723,14209126.42985,16779512.330760002,15633955.441520002,9999044.23215,13559350.631539999,9992492.97194,9148760.144919999,6.120615422061646,0.0039787799452042005,yes
slr1861,571001.337395,686085.176425,542477.123981,524906.659449,700433.263129,409565.61906999996,470707.006239,399618.67775,910159.16147,806610.281756,904181.88401,1007031.0626,776457.349323,1080372.8158200001,72269.28949439999,967063.702412,1462999.79274,1016080.56961,1374789.2793,1341266.29782,7.414726441100626,0.00167163250172218,yes
slr1865,199655.265306,80094.5407353,144951.242199,84403.718384,161181.412619,174932.463349,188983.414061,430089.665092,144385.517568,194034.998719,140793.523386,99551.47215639999,143684.079004,243776.98168899998,227446.575977,202340.37024400002,253051.106827,245460.125633,365258.128515,209756.252673,2.6307656720556785,0.07597097514500152,no
slr1867,903098.0910290001,500713.05656800006,1225883.4854,751705.611194,1155631.83442,423162.585831,1352296.48464,457453.720337,246801.50985300003,173992.215823,250884.578575,99667.66428710001,236685.326687,38367.2686867,95387.1068988,143229.937901,193988.288226,72081.1205133,268468.141131,98286.49779600001,8.357344448312094,0.0009400424615805937,yes
slr1874,2164065.53398,2176582.098561,1609111.161506,1715036.709073,1968100.988784,1546261.639928,1714052.757335,2422803.59547,3315017.92851,3164162.63351,2555135.097612,3329340.12375,3154600.7931,2511493.92963,3588648.16951,3090077.65615,5828170.37532,4032120.5690099997,2169345.538641,5130170.08477,6.334311532390517,0.003424529070327773,yes
slr1877,1329189.9223755,2348654.048021,1771470.410586,1792391.381706,1566682.0568775,1311107.859242,1302784.4472997,1765633.165696,1954512.1378490003,1908166.629495,1705859.02015,2027910.7393540002,1723919.34493,1870214.7733939998,1853125.644493,1711767.977985,2211346.04643,2397153.649909,288084.600961,2115397.072659,0.39778566361759227,0.8071554638414562,no
slr1878,395407.0730231,623826.4786479999,346942.854239,357588.1889351,383354.6974767,333300.4712894,524076.11499300005,461982.5041733,665923.4652146,819799.9847029999,616413.632346,643593.2957618,554423.3308136,772088.0883449999,620639.3720091999,714535.933785,1088702.1979219,923551.5619040001,859124.459898,1158235.1883969998,18.569651520319223,1.1215315215270386e-05,yes
slr1881,1161531.99691,2101815.84828,1359020.5740200002,1820938.3089299998,2107170.44483,1463291.69909,1601641.7311,916685.4638309999,1294960.63873,385527.469984,1944975.41815,2513218.94294,4215511.584919999,2218065.96506,2690588.06996,2320758.34099,3071563.12626,3484021.9257400003,2896541.73755,3300563.67582,6.070171496870642,0.004123938919372284,yes
slr1884,1607736.544379,674628.745297,923537.86716,742273.4337520001,1420370.376235,661981.759539,1395520.055769,1416904.629165,586017.934888,481872.49597140006,547795.190324,446089.32215799997,636735.28588,593303.554291,449004.34122059995,558506.9580526999,665035.3736810001,681982.4101594,1041387.4368530001,752357.3860920001,4.847880014038707,0.01036823680745158,yes
slr1887,5366060.09431319,1232178.5622946,1158424.29918733,1062623.4245868,5117214.44388363,922875.760574073,4275934.5350421,672690.7031065971,1575404.29130989,1581396.38811695,1436179.58692818,1003624.25256516,1779875.27084995,1249041.95320467,1520648.46422374,1947798.09817063,1543028.39509965,4482966.76960607,6804404.71462463,3033852.43081748,1.420691484601082,0.27506731690881064,no
slr1890,2772879.520023,776771.4200899999,707766.4055753,763777.3824270001,2706269.185614,501445.300545,2381991.258284,584511.326705,743137.3359279999,1285664.943205,423781.5328911,560539.3983172,462864.27400979993,605151.673265,575990.5646169,611833.7653486,658182.32646,1871235.510048,3338985.080106,1352357.225443,1.427566367354366,0.27298245907956353,no
slr1894,12378360.8185477,12859578.0100216,9799414.26582,11800468.8628891,1604834.28196425,1324745.01256401,8533081.33714686,8791701.34349949,17936182.9287012,16289641.1176444,14790603.9628302,18194892.9323228,13243398.2664727,17927806.4242415,12214815.2548563,14189291.0626175,13233081.1062862,9633360.21875017,12127262.0212726,9008643.98543736,12.212980723836877,0.0001289489322933564,yes
slr1897,450348.42682399997,570169.275551,502806.87923900003,568670.2415560001,450892.99245699996,443693.603909,391548.19992399996,459660.050484,671622.453225,846247.837708,562780.436177,841159.199288,465746.57652299997,728791.7600380001,755838.955569,686331.1926569999,827445.599352,832740.953097,1129324.2896200002,996683.676616,12.602812618490248,0.0001082749389823971,yes
slr1898,1351720.6249,1336757.683628,680914.832771,467875.539741,1420749.171296,2289848.6520599998,2388690.95199,3012937.888586,2357439.1194990003,377888.25295,1068207.0333129999,1506043.091457,842963.446445,784774.450728,1835616.5607919998,863993.2417840001,758982.6837630001,1079059.388765,634690.990284,1022439.933195,4.020253282765572,0.02067418990585196,yes
slr1900,604793.4115213,1197750.782334,879091.3543639999,1133121.296602,490838.191109,623304.904527,296968.0468383,1155403.133124,1865921.2786700001,1385285.348318,1837907.711128,1192138.055145,2540002.44665,1332294.6761120001,2212423.8117959998,2185834.14981,2003449.195607,1313432.742142,799787.6591060001,1213329.304245,7.270940741696716,0.0018321810358686618,yes
slr1908,722668.565306004,1440219.70412964,1035361.89662337,1123961.72842676,1376639.45553093,1411697.63057501,1256373.34738806,2670616.03710684,2233527.83314432,2334533.57594256,2391294.8163369,2153594.99558193,2996035.83635174,3382367.32519873,2443977.28004464,2435716.50174973,3258088.2064928,2930692.08852943,3034642.37574181,3182737.69415632,17.587385973039456,1.5592444949698308e-05,yes
slr1909,649577.5628109999,298904.273175,1015554.84476,956391.133441,786485.70236,717599.855818,696725.655275,761154.623638,3290625.64225,319457.938607,555567.951387,237811.47451,468688.33465200005,275851.307555,236015.11977600004,282138.544114,230819.396505,190649.016478,262254.91746100003,233855.343811,1.1074522067033299,0.389159980729943,no
slr1915,1883464.33256897,1799540.24893254,2326144.89034425,3535439.40941948,2176306.35746453,2225000.51704311,1950854.7778818,3100531.13659419,3656403.56440841,3552274.14205718,4182613.82930556,3573261.24153176,5721589.20128681,4691655.80835055,4196465.39100034,4473924.44545739,5128345.28951455,5575254.05798624,4113253.33666658,3723520.92670106,12.581411323136345,0.00010930729130137041,yes
slr1919,111041.30168900001,127709.53604600001,105326.989285,133334.800316,149367.540348,105889.578965,126434.905066,106151.098446,206534.302694,296074.174777,204008.988047,244308.253742,166535.742581,271684.672558,240152.39177600003,226771.316387,364472.87782199995,222839.93979499998,610189.494059,235248.567027,5.299811430337265,0.00728121844458819,yes
slr1924,555153.410612,1072968.188033,1196725.041678,1300194.517709,608130.3256399999,1113123.2748739999,636138.05605,2223457.60815,1335585.981401,708038.783106,1025216.563551,704931.617659,1647168.313324,753937.0963140001,922355.404441,943387.351852,447566.043846,635506.4439470001,335790.469498,433311.77152799995,1.5555905901789309,0.23699768076610914,no
slr1934,4068052.5817,4925437.697422001,4237404.615368,4969165.311488,5196980.9052800005,570205.589713,3964800.994124,3695339.4938300005,7842802.88885,7474618.64894,6420863.81663,7686528.654839999,6446385.35018,7089012.02223,6070977.9029,6507653.82971,5288729.81873,3986856.7778419997,6486604.91991,3636406.4264589995,8.053506731720967,0.0011264364061732654,yes
slr1938,1507100.9776700002,1873176.3452,68077.8636492,163646.39730399998,1638247.31394,170473.530007,912494.61745,983272.375422,376514.133036,384692.007436,529608.483483,589013.716155,699696.501656,655708.218683,107992.88043499998,155186.125087,259317.782514,195066.869038,311507.719976,123930.18483800002,1.4855435959664336,0.2560335758926355,no
slr1940,494853.156929,130824.807572,190157.285826,162520.412102,963368.972417,210732.374348,891296.106573,418828.019568,201861.348271,114950.10451099998,201946.752117,104310.03706599999,347342.309617,243610.59860700002,125007.958951,154640.400673,84210.9487636,592553.222058,175126.612957,341651.074545,2.975216547217195,0.054040323461165864,no
slr1942,12489188.69197,8413930.023852,7873158.383441,8651484.41329,12711976.38192,5785682.906885,10976287.99351,6011454.752707,8885741.367316,8861141.058724001,5741229.446676999,7390860.661988,5389345.396203,5192959.847703,795347.478218,6699103.50101,4149258.2609180002,6683634.530301999,8843467.68005,4733616.5612003,2.6637745565138906,0.07349229665926435,no
