"","protein","X60_1","X60_2","X60_3","X60_4","X100_1","X100_2","X100_3","X100_4","X200_1","X200_2","X200_3","X200_4","X300_1","X300_2","X300_3","X300_4","X1000_1","X1000_2","X1000_3","X1000_4"
"491","sll1676",279561.541958,388526.282359,192813.6805364,304132.747145,614160.824248,252548.315939,305040.633276,1378451.130952,304909.655522,482787.136218,358876.849762,372288.333936,373982.902471,469676.28163,301138.197838,210991.7466418,350045.338968,612054.646164,632387.092329,822132.485621
"492","sll1679",1678606.622115,1930123.553751,1930909.35276,1769603.680364,1394107.413073,1723685.90102,1416090.985164,1863688.554266,2043924.844869,1120943.657605,1797276.599202,1316459.622714,1639083.22165,1209438.967983,1526030.886158,1565411.282996,1585275.248039,1130831.77256,1273189.581829,1243842.635866
"493","sll1680",262792.523685,1382378.960473,893714.651034,1257410.073468,789483.485088,1297008.847583,591174.100896,2241068.944855,2079239.385509,1732975.185486,2004227.311874,1516752.885546,2225410.998092,1874565.618387,2033159.376167,1937282.659439,1556513.955433,2250613.686031,820263.137818,1181270.765732
"494","sll1682",967999.661387,913969.838697,743161.545304,756462.918359,690323.819508,559164.684152,545645.142846,312129.091036,768181.403333,756520.153125,734868.179188,711660.32839,531083.033404,770712.711844,709851.650961,639151.995768,650000.602838,546620.566661,627569.458347,571491.85241
"495","sll1688",6906014.53766673,10511712.8125052,8285495.54389496,9977579.00188256,9694768.65928237,8756840.65048199,5485739.10876549,8505910.98181187,16485181.5343823,17518979.4010326,11874675.6007771,18481588.4773088,16704354.2670878,19956237.2336415,18106100.9410534,17176285.4783128,29341315.2698667,27748869.0583915,31563960.5986653,34385579.2074681
"496","sll1693",2190244.155343,2237935.53878,1607121.394104,1977809.0134,1863469.58599,1227395.347921,1264837.034752,839414.198226,1162396.404351,1142291.118151,1112444.610528,1513805.36083,959498.946377,1273039.232116,1015845.342821,1045266.886627,570029.8964695,946258.846739,1217026.71862,688036.465755
"497","sll1694",2946266.58787526,1900364.03667755,619464.938963494,1143880.06333313,842627.721267917,850543.887888458,2510420.08957924,627635.57956289,918457.734446221,1189852.90263479,524683.54182522,619882.792234506,298873.419436329,746461.948605955,2830479.24830046,543177.356504059,970449.673736748,1613788.3780837,832229.623855968,4192878.73443229
"498","sll1696",239813.579714,254605.192672,170364.693346,203054.083162,210861.098,173992.863837,152889.629321,170874.128828,254552.9666,263280.218329,259385.547523,246697.179388,219575.855766,205829.554122,199652.275755,197769.25193,259381.133262,309912.458751,323447.800914,275783.686287
"499","sll1697",365632.040575,351961.797398,703154.624505,612371.436051,235251.248196,411633.901216,293469.729669,726886.628685,602167.526427,605472.094012,903199.323105,639166.178244,531924.200518,757724.370676,798791.505332,407404.984366,552029.595369,908540.294245,494177.9448709,558118.988644
"500","sll1709",458770.520491,432089.014739,264353.803435,112659.802183,360061.183011,179920.21409,417306.801156,231527.459926,547893.194,489359.789418,347698.769706,620308.545459,373786.48528,316566.612974,397694.286523,512423.140262,441021.005752,423155.980495,937134.380494,751894.950161
"501","sll1712",2164028.258335,2653679.3151922,61059680.860578,56828870.980621,2359829.227815,75181210.523453,73186579.8194,90545299.567682,1645852.065082,7399120.6202,24508078.930948,5072829.30052,1829129.82666,3622546.909639,2976529.6499213,5823197.661323,1658254.6613,2446214.211216,2093812.666798,1923382.138015
"502","sll1714",412851.383014,482088.151387,497259.9086,654226.084963,843569.873386,734758.162244,807072.801383,835768.626723,696975.239362,417794.177882,1064807.34689,395074.189474,1373078.0674,583036.75358,624658.213619,773964.883919,702718.010602,890121.528166,329382.457302,683821.894899
"503","sll1721",9161530.71274,10248327.14486,8834244.03822,8836938.28956,8248681.35294,7909255.61455,8031899.70373,4925303.750935,4843270.87073,2500257.38665,4299367.46206,1873848.887199,2500406.7366093,2060633.828244,1621236.882341,2717350.46713,2091737.927817,954075.824324,1027481.65843,1398159.668626
"504","sll1734",727195.22876,1160298.29115,1038012.338485,1049744.045173,686336.8580198,924093.497206,757430.9471766,868895.237684,689878.087309,1444254.654992,1168208.101526,1708841.124655,1462309.349804,2503464.76139,2294516.605604,2376783.354677,2497261.205647,2073394.599842,2581545.72724,2507593.211153
"505","sll1735",262841.876557,123831.008298,228436.170285,102575.21394,199635.133337,148012.124201,298565.888419,149604.527687,104683.64594,104105.617993,123184.465545,67678.0255002,224990.557555,103346.149302,119472.049212,151237.456054,197440.796663,376815.009705,281084.212587,263887.760234
"506","sll1739",156700.557089,76927.6540515,282772.381427,330427.839801,100430.240876,218702.618084,215506.908979,164194.357141,112039.537213,246423.043223,312104.82278,111000.889271,144082.572026,186964.291898,415026.183746,106062.626376,397049.088714,399268.280505,116096.456145,348431.061274
"507","sll1740",25002007.988526,16828705.130648,17142047.437998,17324229.87947,8696866.429146,19768495.748699,16327944.61903,18213666.426229,2029665.171838,1235752.364279,5509251.54053,1150418.709399,5453873.239353,1187598.175665,897385.430173,1220818.006183,658294.5263389,578768.509554,1619767.093061,561326.006272
"508","sll1742",3865418.87715576,7463567.28492904,4820942.49626873,6413576.64205594,8664322.94909365,6092138.11047843,6701157.11663369,6492080.30399466,7555437.99835931,7177106.19918991,7480419.18148748,8288208.54654518,10179896.8016659,8967966.88720966,8556503.44237591,8778759.79921984,12628093.3686786,15574054.2426636,10869058.3361123,13193837.44923
"509","sll1743",2792389.998286,17737132.5292,16206299.96806,15389411.71368,30415178.71653,16586865.51601,17050720.82178,12597529.79677,4992974.97275,5823889.882372,10459439.4994,5482610.695238,15126503.61712,4819424.137406,5558322.511943,5000045.683874,6684538.9648,10989137.176128,16164431.36651,13820196.71746
"510","sll1744",15925734.59803,7071181.35011,7404675.11675,5244330.59522,23670226.52704,5370914.49097,16858724.84835,5894348.743379,7511625.88819,6492750.03749,5966293.11029,6165591.89018,8531415.46374,7828277.98437,7652986.4843,9001904.4605,7022567.61448,9293521.23258,12492085.0406,7325621.67992
"511","sll1745",13111134.2956,15820868.2221,15339568.7277,17980664.853,14939139.0129,17758979.0139,18183029.356,790824.963577,2854875.79173,2061659.58049,11187233.3645,4701655.04599,18168189.616,4076371.7179,5401931.18654,5104361.23359,1198953.79197,1288107.15921,1139843.77061,1506769.47563
"512","sll1746",109080108.458263,74416212.1853023,128176747.967268,129220776.285858,119646417.376884,123203537.297278,123516332.657669,144299172.425504,128059920.456553,97471095.2515542,136726412.879095,110687100.43493,145328799.464776,91806217.2894894,86675420.723341,103353796.458847,38071951.5921178,17827720.0994889,24324197.6596146,32846142.3481971
"513","sll1747",2703886.65189183,3997231.11410594,2935650.77977825,3503936.78336521,3530374.75166022,2758180.58867098,2745760.37657424,2115070.06200977,5117031.26003551,4604941.11016089,4120901.60273698,4596124.64738211,3570128.84087764,4208089.56436829,4173892.0920762,3990276.32714151,4009533.54933761,2605023.76400663,3665763.60322686,3243187.62797208
"514","sll1750",1400473.021805,1254346.308047,924280.932796,693635.483102,1227584.62634,1298851.5966202,976114.662624,1217105.401059,1105641.48658,1811073.760607,702483.871818,1101960.987459,550738.238751,1302040.052924,932475.7411539,806595.114683,1445326.992371,1211738.567352,1840464.011319,1216039.724058
"515","sll1758",3786167.5513,2713588.2666,2042503.37073,2438471.92877,1880030.41938,1689316.00837,1856751.44726,1154422.46451,2172723.38764,1846500.81194,1483972.77052,2334420.84173,1363965.51161,2571717.95299,1892990.2589,1670421.37513,2565889.0728,1591448.71213,2370035.02466,2021192.25555
"516","sll1760",616717.396802,366195.711968,376462.76192,276046.681662,230029.172924,299962.574105,485843.872049,244753.967507,152991.702116,80609.7558556,174026.553486,156067.163303,88980.8388845,71121.9999024,195052.056242,167322.496233,61587.9724648,325736.062139,107305.198499,319316.689674
"517","sll1762",3294758.23775682,8132427.89366444,7440078.11779182,8960836.8280483,7742370.12768398,9150119.74772974,6931666.28576926,15928194.7765697,12234069.9603106,8864165.67535095,8999896.16659997,9595812.89425774,9044560.77159669,7101219.91700543,8678254.25024154,7618897.87572706,7389535.860201,10593351.7899424,4669094.30192907,7744149.15190169
"518","sll1767",2633393.21129,883997.302908,853157.937593,400433.789132,812689.828743,754308.48502,611450.92516,689894.091279,559951.240344,266727.09176,569685.307714,155466.622623,653950.05053,182964.304673,126040.915457,206151.406336,90002.1191422,107767.278336,41440.1584063,209898.316641
"519","sll1769",479329.879047601,1829933.97846308,1684656.67587878,2311507.28495691,882981.335476648,2542974.53518362,689624.665085075,4053305.52637302,3050613.67386404,2483896.56631601,3567603.95402874,2368037.81229199,4394351.53516434,2256050.22140705,3359066.71006392,3187479.82179305,3597351.19373691,6244275.89191354,2339396.39711745,4575877.0203283
"520","sll1771",1603569.64028,819405.759338,472783.41058,386101.854055,1772158.00774,319346.456942,1042414.60714,693700.092505,815551.487629,806336.993213,424189.938461,752785.332098,596032.364548,961161.382398,779734.916483,894721.04019,1360631.20093,837675.511781,1300472.41574,878147.417722
"521","sll1772",328274.506856,366791.592415,461281.615762,500113.316925,382439.6776555,346429.5369295,264501.393707,767349.995482,483340.435208,607903.671532,496077.537531,820179.360737,600692.788417,817613.291054,850680.516118,497585.929975,1085750.542679,896329.73039,1158283.026385,1017099.604882
"522","sll1775",1279522.38293,1092109.70557,1108640.31233,1300118.61902,1686591.86294,1715930.94232,1468706.20908,2546617.05196,708266.11197,3239757.59358,2964764.48785,5277937.30951,3029194.59488,1123747.7632,2605826.66928,3294682.06344,1293649.76888,2825844.31451,1517707.96634,1140425.45858
"523","sll1776",117749.283582,362482.994194,173189.651491,106724.724832,138425.181472,259744.993505,583812.651674,171822.424496,203433.930718,142761.404667,145598.262893,212517.285265,454391.376582,169749.92472,129871.773576,342501.875056,138950.869971,170469.036964,322655.514977,138320.872981
"524","sll1783",5910671.25184,7042044.61719,6444168.58087,7123931.87742,7208259.50643,7778545.36134,6229484.87457,397426.931937,8643162.7994,3710406.86136,7486196.78069,3450218.23183,7453354.4812,3027095.68288,3761052.54733,3781190.15903,1131099.77417,1352729.10165,761977.982253,981070.2124
"525","sll1784",1051106.42211017,1816491.74503013,2117707.59991403,1978429.60578708,3338556.09787123,1379228.67330138,1645960.47686809,5124955.84435967,2907619.44808409,1814661.22235801,1920894.44097199,2211275.72503734,2015160.17870654,1395921.49206578,1747235.93082166,1864506.81737047,1520972.77117833,2380932.13573544,1059658.1700408,1828892.02829461
"526","sll1785",3972197.979823,10016516.6873285,9792137.22382842,11660956.7594769,1725405.23242056,9899798.72145098,5674733.25388398,10467535.7704439,6416865.14596775,8323083.00682939,9484778.04890468,10309363.0913574,6512379.61424226,5884766.47567108,9768558.01301921,9316019.89346984,8182694.61042443,4966896.37003476,4898971.9269329,7496681.89889906
"527","sll1787",7229037.13836776,10481689.8465246,8422323.77226671,9109730.35506506,9858739.44755909,9697307.3002469,7526216.53683064,5121341.76324453,18978183.6168238,20508703.5933887,16705988.7626283,18595840.5323748,15381017.912348,20868535.0648652,19470690.4771673,17977156.3915116,18285431.3054132,11448356.5704978,17171933.7337679,10628751.1951779
"528","sll1789",13141857.303532,13200242.7128705,9794079.13867382,11720715.5821843,12856450.4272479,10620414.9221028,9882868.17235251,5893116.92315362,24733304.6526608,25868768.4112086,18622629.5594423,28349962.7149862,19138471.8903425,30399720.0860704,24706686.3392619,24126584.591924,39256701.8051129,28644033.6079986,41392034.2138589,34074182.5893531
"529","sll1796",171946.057648,216836.371458,255639.281943,149701.463764,140566.636201,230928.728005,143049.526088,495982.976449,204084.596289,216781.396774,72866.4866414,131365.136958,214092.499786,119069.692901,129560.491804,166110.895066,181138.249589,272016.563019,539709.604617,247513.995226
"530","sll1799",5936655.11122415,6398063.44393261,4485718.69516945,6399507.39274248,5663357.47391392,6568876.32689535,4218286.39970281,7093951.74007013,20473943.7103428,18659610.7076246,12982865.0406193,18628768.2567875,12427652.7451002,27546710.0354696,23292449.7180885,17146782.412806,21183708.5473692,15864094.4339227,9860330.64129479,13201952.4884878
"531","sll1800",4875800.02393182,6398129.09054324,4796849.14710435,4539064.29006012,5196985.95712197,4588402.09592247,5281722.82147349,5127741.12123911,3154594.99709373,1641652.24352677,4068202.03190695,1471681.40873509,4037945.63523258,1113278.19885757,1388793.61847149,1989408.41164306,776843.467529712,1313905.86717034,1033795.92299322,995495.645572709
"532","sll1802",19151074.0355,20613226.14933,17031139.23641,19157099.71257,21610792.24982,20303169.04754,20616482.14738,18214070.60244,15822061.27299,11216164.57082,18685130.78373,11710318.1995,21943587.8537,11331412.66421,11893343.34709,13791336.45516,6339288.65727,4448829.36743,6603413.50043,5938932.20503
"533","sll1804",10179336.82196,9746229.135475,5683855.499193,4785920.129949,11955409.22507,4112028.193633,9174588.35348,2223086.206392,13397135.01587,12638819.20872,9388342.73838,17582721.1173,12050925.69016,11930126.32443,13328026.455629,15774871.21846,21805195.02104,18769700.8364,25830146.57438,25143252.28831
"534","sll1805",7177344.27302,3723503.724463,2147342.408063,1624826.111008,14942140.77443,650685.576451,6855464.102946,5255151.46275,3108420.473898,3157255.998923,2151232.861327,2647392.404961,2293921.410633,3145365.953759,2904980.91443,3152649.571804,2220473.529452,3105915.281619,5546747.377697,2781395.04754
"535","sll1806",11255182.505204,8802541.49222137,8626278.10278838,9871966.9670896,10242585.7383584,9729463.52037867,9199371.32046454,10058739.6564374,23016878.6522766,14593437.0446596,20981318.3302417,16463718.7563018,29302479.6863881,20604812.57537,22026844.2018883,20776958.228423,31182178.5579918,22202764.8428127,17124478.0036099,24951309.251854
"536","sll1808",24578065.414216,18633283.0070841,13736403.4593288,17491242.8606268,21542066.293229,15981011.8711825,18238509.6580578,13954827.32954,36706614.8097516,40616600.6338585,35930120.120373,44962381.8505445,35111556.7463411,48704293.6871958,42038266.7069997,43709913.4817966,60128402.0962131,60106714.8662913,65601141.9476056,63940818.7639172
"537","sll1809",12683758.553865,8137913.184922,6669709.623091,7023874.912098,7049383.855888,6944107.219644,8224662.709958,9706950.97654,3495819.35443,1356808.190133,6824032.656574,1032707.554378,7795089.206752,1218309.870545,879107.076055,1422818.510038,1146251.955184,812562.672785,1223971.248661,867801.322588
"538","sll1810",13334798.3040377,21989341.8874823,20408133.9029541,23969803.6149644,22004017.3133141,23656761.6351637,18441549.7163827,22957319.3300812,851739.6099921,11315873.2519537,26177153.1260566,30293417.462078,28083376.9327697,29747848.2168998,27678335.8744975,30894997.0472687,35146357.4447879,33357277.0053537,34009964.8147244,38276824.6143027
